Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification,Nationality,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,CU_1st_sem_credited,CU_1st_sem_enrolled,CU_1st_sem_evaluations,CU_1st_sem_approved,CU_1st_sem_grade,CU_1st_sem_without_evaluations,CU_2nd_sem_credited,CU_2nd_sem_enrolled,CU_2nd_sem_evaluations,CU_2nd_sem_approved,CU_2nd_sem_grade,CU_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,GDP_growth_rate,Parental_education_level,Marital_status_category,Target
1,15,3,5,1,5.0,1,12,3,18.0,7.0,0,0,0,1,0,0,25,0,0,8,7,3,10.4,0,0,8,9,4,8.99,1,10.53,-0.37,-1.11,7,Single,Not Dropout
1,7,3,11,1,1.0,1,3,16,2.0,10.0,1,0,0,1,0,0,17,0,0,6,7,2,4.15,0,0,6,7,1,6.4,0,17.0,1.17,-0.15,9,Single,Dropout
1,12,4,2,1,15.0,1,10,25,8.0,1.0,1,0,0,1,0,0,19,0,0,7,9,5,12.31,0,0,7,11,5,9.14,0,15.56,0.13,1.83,17,Single,Not Dropout
1,17,2,11,0,11.0,1,29,24,16.0,17.0,0,0,0,0,0,0,17,0,0,5,7,2,8.39,0,0,4,5,1,7.79,0,,-0.08,-1.69,26,Single,Dropout
1,13,5,15,1,12.0,1,16,21,18.0,15.0,1,0,1,1,1,1,24,0,1,6,10,4,13.96,0,0,6,4,4,9.3,0,16.28,1.4,1.84,18,Single,Not Dropout
1,17,4,2,1,9.0,1,22,17,19.0,4.0,1,0,0,1,0,0,22,0,0,8,9,5,12.27,0,0,9,11,6,11.16,0,11.83,1.31,2.7,19,Single,Not Dropout
4,10,5,1,1,7.0,1,8,19,17.0,2.0,0,0,0,0,0,0,17,0,0,4,8,2,8.35,0,1,4,8,2,10.08,0,9.59,0.11,1.28,13,Other,Dropout
1,5,4,2,1,7.0,1,16,3,19.0,9.0,1,0,0,1,0,1,19,0,1,3,5,2,8.84,1,0,2,3,1,11.7,1,12.65,0.79,-1.15,9,Single,Not Dropout
1,17,3,13,1,13.0,1,24,22,9.0,9.0,1,0,0,1,0,0,23,0,1,6,6,4,11.31,0,0,8,9,3,12.17,0,9.03,1.02,-0.64,23,Single,Not Dropout
1,11,0,15,0,4.0,1,20,20,7.0,15.0,0,0,0,1,0,0,28,0,1,6,5,5,12.0,0,0,7,7,5,15.75,0,7.0,2.82,1.43,20,Single,Not Dropout
1,5,3,17,0,6.0,1,1,5,8.0,16.0,1,0,0,1,1,0,17,0,0,6,7,3,9.37,0,1,5,5,3,10.91,1,7.0,-1.0,0.92,3,Single,Not Dropout
1,6,0,1,0,5.0,1,18,19,3.0,2.0,0,0,0,1,0,0,21,0,0,6,4,6,13.43,0,2,6,5,5,17.64,0,14.41,2.92,4.0,18,Single,Not Dropout
1,5,3,9,1,9.0,1,23,12,3.0,5.0,0,1,0,1,1,0,17,0,0,6,7,6,15.07,0,0,6,7,6,14.67,1,11.1,2.58,-1.59,17,Single,Not Dropout
1,15,4,1,1,16.0,1,4,15,19.0,12.0,1,0,0,0,0,0,27,0,0,6,7,2,10.71,0,1,6,4,3,12.96,0,8.66,1.22,1.4,9,Single,Not Dropout
1,2,3,7,1,15.0,1,12,24,4.0,8.0,0,0,1,0,0,0,19,0,0,9,12,4,7.08,0,1,10,7,3,9.11,0,12.44,1.82,-0.48,18,Single,Dropout
2,13,1,6,1,9.0,1,19,10,12.0,19.0,1,0,0,1,0,0,26,0,1,8,8,3,6.51,0,1,8,9,4,8.06,0,7.62,1.92,-4.89,14,Married,Dropout
2,10,0,11,1,4.0,16,1,27,5.0,13.0,1,0,0,1,1,0,21,0,0,6,8,3,11.5,2,1,5,8,3,13.49,0,8.66,-0.75,2.76,14,Married,Not Dropout
1,2,4,16,1,16.0,1,21,13,13.0,7.0,0,0,0,1,0,0,17,0,0,8,7,4,8.33,0,0,8,6,5,12.86,0,12.65,1.55,-0.44,17,Single,Not Dropout
1,11,4,14,1,6.0,1,25,15,9.0,13.0,0,0,0,1,1,0,23,0,0,2,5,1,7.57,0,0,1,6,0,11.81,1,16.38,0.63,2.84,20,Single,Dropout
1,13,2,2,0,6.0,1,16,1,2.0,9.0,1,0,0,1,1,0,17,0,0,7,11,6,16.65,0,0,8,11,5,12.03,0,8.0,-1.0,1.82,8,Single,Not Dropout
5,13,4,5,1,15.0,1,13,4,8.0,9.0,1,0,0,1,0,1,30,0,1,8,7,4,14.15,0,1,9,10,8,15.72,0,,0.09,1.79,8,Other,Not Dropout
3,9,4,5,1,5.0,1,3,9,,14.0,1,0,0,1,0,0,34,0,1,5,6,2,6.9,1,1,7,11,3,7.37,0,,2.73,-0.66,6,Other,Dropout
3,6,3,5,1,8.0,1,22,29,16.0,9.0,1,0,0,1,1,0,27,0,0,7,13,4,11.73,1,0,9,9,6,12.18,0,13.14,0.92,-1.06,25,Other,Not Dropout
1,3,0,7,1,15.0,1,28,8,6.0,14.0,1,0,0,1,0,0,19,0,0,5,5,4,10.39,1,1,6,7,5,13.11,0,12.31,2.47,4.0,18,Single,Not Dropout
1,1,5,11,1,6.0,1,26,12,6.0,8.0,0,0,0,1,0,0,23,0,0,7,5,6,14.05,0,0,7,5,7,18.37,1,10.29,1.57,0.9,19,Single,Not Dropout
1,7,2,13,1,10.0,1,16,25,14.0,12.0,0,0,0,1,1,0,25,0,0,4,5,3,9.1,0,0,3,4,1,8.29,1,11.09,-0.69,4.0,20,Single,Not Dropout
1,11,4,16,1,1.0,1,1,10,9.0,10.0,1,0,0,1,0,0,30,0,0,8,7,5,8.97,0,0,9,11,4,8.83,0,12.06,2.29,0.18,5,Single,Not Dropout
1,1,5,12,1,16.0,1,9,24,2.0,11.0,1,0,0,0,1,0,22,0,0,6,8,3,14.49,0,0,7,7,5,13.37,0,16.02,2.37,1.08,16,Single,Not Dropout
1,17,2,6,1,7.0,1,8,4,3.0,7.0,1,0,0,1,0,1,25,0,0,7,10,5,18.09,2,1,6,7,5,12.98,0,13.79,0.5,1.45,6,Single,Not Dropout
5,10,3,4,0,11.0,1,1,4,8.0,3.0,1,0,0,1,0,1,17,0,0,6,5,5,13.66,0,0,6,5,4,12.66,0,9.33,-0.88,2.58,2,Other,Not Dropout
1,6,0,7,1,9.0,1,4,1,6.0,5.0,0,0,0,1,1,1,24,0,1,8,6,5,10.45,1,1,8,12,6,13.37,0,7.54,0.96,-4.6,2,Single,Not Dropout
1,17,5,14,1,7.0,1,17,4,3.0,7.0,0,0,0,1,1,0,18,0,1,7,10,5,9.22,3,0,7,4,4,9.78,1,13.17,0.34,-0.72,10,Single,Not Dropout
2,4,0,17,1,7.0,1,3,18,15.0,7.0,1,0,0,1,1,0,23,0,0,8,12,5,10.79,0,0,8,12,3,10.52,0,8.19,1.04,1.37,10,Married,Not Dropout
1,17,3,7,1,1.0,1,2,3,9.0,9.0,0,0,0,1,0,1,17,0,1,5,5,2,,1,0,4,3,3,9.17,0,12.57,2.94,3.39,2,Single,Not Dropout
1,5,2,3,1,5.0,1,28,18,14.0,10.0,0,0,0,1,0,1,25,0,1,7,11,4,15.63,0,0,6,4,4,16.03,0,13.42,2.69,2.1,23,Single,Not Dropout
1,7,0,1,1,7.0,1,18,18,1.0,5.0,1,0,0,1,0,0,27,0,0,9,14,7,10.52,0,1,11,12,7,14.6,0,14.19,2.35,-0.67,18,Single,Not Dropout
2,8,2,2,1,6.0,1,24,7,8.0,8.0,0,0,0,1,0,1,22,0,0,9,11,5,9.03,0,0,9,10,4,10.79,0,8.64,1.96,1.13,15,Married,Not Dropout
1,17,5,11,1,5.0,1,8,2,10.0,6.0,1,0,0,1,0,0,18,0,0,2,3,1,13.63,0,0,3,4,3,14.83,0,13.6,0.98,4.0,5,Single,Not Dropout
1,5,1,11,1,11.0,1,11,5,11.0,12.0,0,0,0,1,0,0,26,0,2,7,9,2,9.92,0,0,5,5,3,8.86,0,14.34,2.9,0.7,8,Single,Not Dropout
1,17,1,11,0,14.0,1,18,5,19.0,10.0,0,0,0,1,1,0,32,0,1,4,7,2,,0,0,2,6,1,8.41,1,10.85,-0.04,-0.26,11,Single,Not Dropout
1,6,1,1,1,15.0,1,20,16,9.0,12.0,1,0,0,1,0,1,35,0,1,6,3,4,11.12,0,1,5,7,4,15.53,1,9.15,0.26,1.85,18,Single,Not Dropout
1,5,0,8,1,16.0,1,11,27,10.0,9.0,1,0,0,0,0,0,25,0,1,5,6,4,15.92,1,1,4,5,3,13.26,1,11.45,1.89,-0.14,19,Single,Not Dropout
1,11,1,4,0,11.0,1,27,13,18.0,19.0,0,0,0,1,0,1,25,0,1,7,5,3,13.47,0,0,6,6,4,9.93,0,11.74,4.0,0.8,20,Single,Not Dropout
1,12,3,6,1,7.0,1,21,19,8.0,10.0,0,0,0,1,1,0,17,0,1,6,5,6,15.16,0,1,5,11,4,13.45,0,13.94,0.98,1.3,20,Single,Not Dropout
2,6,4,11,1,11.0,1,7,9,8.0,12.0,0,0,0,1,0,0,31,0,1,5,7,2,2.11,0,1,6,6,1,6.34,0,11.66,2.76,-0.98,8,Married,Dropout
1,3,4,5,0,3.0,1,3,3,4.0,9.0,1,0,0,1,0,0,17,1,0,7,8,6,14.13,1,0,6,7,4,16.08,0,12.29,-0.31,-0.95,3,Single,Not Dropout
1,7,4,12,1,14.0,1,1,7,14.0,14.0,0,0,1,1,1,0,30,0,0,5,6,2,7.67,0,0,2,2,1,11.16,0,13.26,1.57,4.0,4,Single,Dropout
1,10,4,5,1,9.0,1,25,14,1.0,11.0,1,0,0,1,1,0,23,0,0,5,6,1,8.36,1,0,5,8,3,11.29,0,11.04,2.11,-2.07,19,Single,Not Dropout
2,1,2,9,1,3.0,1,24,25,5.0,2.0,1,0,0,1,0,0,17,0,0,6,7,4,14.37,1,0,5,6,3,11.25,0,,2.38,-1.88,24,Married,Not Dropout
1,2,5,8,1,7.0,17,14,8,8.0,14.0,1,0,0,1,0,1,25,0,0,6,7,3,12.83,0,0,8,7,4,7.6,1,9.19,0.85,0.47,11,Single,Not Dropout
1,16,1,7,1,5.0,1,21,29,,15.0,0,0,0,1,0,0,22,0,1,7,11,3,6.38,0,0,7,9,3,9.63,0,11.52,0.35,-1.71,25,Single,Not Dropout
2,1,4,3,1,6.0,1,26,19,1.0,8.0,0,0,0,1,0,0,20,0,0,7,9,1,8.78,0,0,9,11,2,6.11,0,10.95,-0.35,1.46,22,Married,Dropout
1,7,0,10,1,1.0,1,5,11,11.0,10.0,1,0,0,1,0,1,21,0,0,5,4,0,5.24,1,0,5,5,1,4.43,0,11.17,0.99,0.81,8,Single,Dropout
1,13,4,17,1,1.0,1,29,19,19.0,1.0,0,0,1,1,1,0,23,0,1,7,7,4,11.52,1,1,6,8,2,9.02,0,8.61,3.56,1.79,24,Single,Not Dropout
1,6,0,11,0,6.0,1,15,21,2.0,17.0,0,0,0,1,1,1,23,0,1,7,9,3,10.11,0,1,8,13,5,11.36,1,11.41,0.8,2.66,18,Single,Not Dropout
1,9,1,13,1,,1,13,20,10.0,15.0,1,0,1,1,1,0,17,0,0,6,6,2,13.92,0,0,5,9,5,13.57,0,9.72,4.0,1.09,16,Single,Not Dropout
1,2,2,14,1,16.0,1,5,26,,19.0,1,0,0,1,1,0,25,0,1,4,6,3,18.3,0,0,5,8,4,14.42,0,11.24,1.24,2.67,15,Single,Not Dropout
3,14,4,1,0,5.0,1,20,20,7.0,12.0,1,0,0,1,0,0,21,0,0,7,8,5,15.6,0,0,7,8,6,11.62,0,11.72,2.39,-3.57,20,Other,Not Dropout
1,11,0,14,1,6.0,1,18,1,11.0,5.0,1,0,1,1,0,0,33,0,0,7,8,6,15.37,1,0,5,6,3,15.71,0,16.04,4.0,0.15,9,Single,Not Dropout
1,15,1,5,1,15.0,1,1,11,7.0,6.0,1,0,0,1,0,1,28,0,2,8,12,3,4.86,1,0,9,12,4,8.38,2,9.97,1.41,-3.6,6,Single,Dropout
1,15,2,12,1,14.0,1,19,27,4.0,18.0,0,0,0,1,1,0,29,0,0,7,9,5,15.93,0,0,7,4,6,14.33,0,9.52,3.87,0.9,23,Single,Not Dropout
1,6,4,17,1,1.0,1,5,7,16.0,1.0,1,0,0,1,1,0,34,0,0,8,13,5,12.96,0,1,7,8,5,14.57,1,10.99,1.32,3.03,6,Single,Not Dropout
1,1,5,16,1,2.0,1,9,15,19.0,13.0,0,0,0,0,0,1,27,0,1,7,7,3,5.57,0,0,7,7,2,6.22,0,9.03,0.95,-2.52,12,Single,Dropout
1,6,3,8,1,2.0,1,18,15,8.0,2.0,0,0,0,1,0,0,22,0,2,6,5,5,13.94,0,0,5,5,4,14.99,1,7.0,1.4,-3.9,16,Single,Not Dropout
1,3,3,15,0,8.0,1,23,17,2.0,15.0,1,0,0,1,0,1,17,0,0,6,8,3,8.06,3,0,7,9,2,4.49,0,10.63,-0.88,-1.31,20,Single,Not Dropout
1,10,2,11,1,10.0,1,4,26,4.0,12.0,1,0,0,1,0,0,24,0,0,5,6,3,8.57,0,2,5,7,1,6.2,0,11.18,0.01,1.9,15,Single,Dropout
1,3,4,3,1,6.0,1,14,16,18.0,9.0,1,0,0,1,1,0,33,0,0,5,6,4,13.66,0,1,6,5,6,,1,11.86,-0.25,0.59,15,Single,Not Dropout
1,16,0,5,1,1.0,1,9,1,17.0,14.0,0,0,1,1,0,0,28,0,0,8,10,5,11.88,0,0,8,6,5,11.4,0,10.82,1.22,-1.02,5,Single,Not Dropout
1,11,0,17,0,4.0,1,21,8,10.0,7.0,1,0,0,1,1,0,20,0,2,6,4,1,10.17,0,0,4,7,1,8.43,0,9.53,2.05,0.63,14,Single,Dropout
1,5,1,16,1,10.0,1,25,19,17.0,11.0,0,0,0,1,0,1,23,0,0,8,5,4,10.16,0,0,9,11,5,5.74,0,12.3,0.43,-2.98,22,Single,Not Dropout
1,16,1,16,1,6.0,9,19,23,5.0,16.0,0,0,0,1,0,0,20,0,2,10,12,6,12.69,0,0,9,10,8,15.64,0,10.31,4.0,0.53,21,Single,Not Dropout
1,14,2,7,1,,1,24,19,,9.0,0,0,0,1,0,1,25,0,0,8,6,2,7.62,0,1,6,5,2,6.69,1,10.05,-0.99,-1.32,21,Single,Dropout
1,8,5,6,1,11.0,1,14,22,3.0,1.0,1,0,0,1,0,0,20,0,0,5,5,2,11.35,0,0,5,7,3,12.75,0,,-0.47,1.87,18,Single,Not Dropout
1,3,3,14,0,10.0,1,18,7,11.0,19.0,0,0,0,1,1,0,32,0,0,5,6,3,7.27,1,0,4,3,3,10.35,0,11.17,2.23,-2.85,12,Single,Not Dropout
1,6,2,1,1,8.0,1,9,3,14.0,11.0,0,0,0,1,1,0,24,0,0,7,8,7,20.0,0,0,8,8,8,20.0,1,14.91,0.7,0.31,6,Single,Not Dropout
1,10,1,16,1,16.0,1,29,28,19.0,9.0,0,0,0,1,0,0,25,0,0,7,10,2,6.39,0,0,6,9,1,7.01,0,8.77,-1.0,-0.51,28,Single,Dropout
1,14,3,11,1,14.0,1,6,17,15.0,2.0,1,0,0,1,0,1,18,0,0,9,11,3,3.98,0,1,9,11,1,7.73,0,16.07,1.85,2.35,11,Single,Dropout
2,5,1,11,1,1.0,1,27,22,13.0,2.0,0,0,0,1,0,0,20,0,0,6,7,3,12.27,0,0,7,9,3,9.62,0,12.73,1.69,-1.49,24,Married,Not Dropout
1,13,5,8,1,15.0,1,22,28,13.0,,0,0,0,1,0,0,17,0,0,4,6,2,9.47,0,1,4,7,2,8.88,0,8.75,1.51,-4.08,25,Single,Not Dropout
1,5,2,17,1,1.0,1,29,6,,18.0,0,0,0,1,0,1,32,0,1,5,4,3,10.81,0,0,6,5,3,10.84,0,10.88,1.14,1.43,17,Single,Not Dropout
1,5,3,13,1,8.0,1,19,26,8.0,14.0,0,0,0,1,0,1,20,0,0,8,7,4,8.14,0,0,9,12,5,,0,9.96,1.18,-2.54,22,Single,Not Dropout
1,8,5,1,1,15.0,1,11,11,10.0,8.0,1,0,1,1,0,0,24,0,0,7,15,6,13.91,0,0,6,9,5,13.42,1,12.95,3.55,-0.17,11,Single,Not Dropout
1,3,1,9,1,16.0,1,9,19,4.0,15.0,1,0,0,1,1,0,17,0,0,8,9,4,11.98,0,0,8,11,6,10.42,0,9.96,2.66,0.92,14,Single,Not Dropout
3,7,2,15,1,1.0,1,6,12,1.0,8.0,0,0,1,1,0,0,17,0,0,6,9,4,10.06,0,0,8,10,4,8.95,0,9.26,2.25,-4.63,9,Other,Dropout
1,7,3,2,1,2.0,1,29,6,16.0,17.0,0,0,1,1,1,0,21,0,0,5,4,3,10.08,0,0,4,5,2,12.04,0,12.74,2.74,-2.28,17,Single,Dropout
1,5,1,13,1,4.0,7,4,26,10.0,7.0,1,0,0,0,1,0,21,0,0,8,10,5,8.0,0,0,7,9,3,12.61,1,,1.11,2.36,15,Single,Dropout
1,14,0,5,0,5.0,1,24,11,17.0,14.0,1,0,0,0,0,0,24,0,0,4,4,3,14.56,0,1,5,8,3,17.58,0,7.0,1.67,2.09,17,Single,Not Dropout
1,6,1,9,0,5.0,1,21,1,3.0,9.0,1,0,0,1,0,1,35,0,0,7,7,5,13.66,0,1,6,7,4,14.28,1,14.47,-1.0,-0.15,11,Single,Not Dropout
1,12,0,16,1,7.0,1,4,5,8.0,13.0,1,0,1,1,0,1,17,0,2,9,14,7,15.94,0,0,11,14,5,14.51,0,11.05,4.0,-2.19,4,Single,Not Dropout
1,13,4,9,1,6.0,1,27,28,5.0,4.0,0,0,0,1,0,0,29,0,2,2,6,1,9.17,1,0,2,0,1,11.96,0,11.07,1.27,4.0,27,Single,Not Dropout
1,12,0,1,1,10.0,1,5,24,,18.0,1,0,0,1,0,0,26,0,1,5,6,3,12.64,1,0,4,2,3,13.76,1,14.05,2.86,0.78,14,Single,Not Dropout
3,5,1,1,0,14.0,1,5,20,8.0,,0,0,0,1,0,0,19,0,0,6,7,3,6.47,0,1,5,8,2,9.73,0,12.92,2.48,1.88,12,Other,Dropout
1,15,5,13,1,9.0,1,16,23,13.0,11.0,1,0,0,1,1,1,20,0,0,5,5,5,13.68,1,0,7,9,6,14.82,0,17.0,2.33,-1.27,19,Single,Not Dropout
1,5,3,16,1,6.0,1,3,19,2.0,14.0,0,0,0,1,1,0,30,0,0,6,5,4,13.58,0,0,4,6,3,13.95,0,9.77,0.77,-2.17,11,Single,Not Dropout
4,5,4,5,1,10.0,1,3,27,11.0,13.0,1,0,0,0,0,0,23,0,0,10,11,1,4.62,0,1,10,10,2,3.58,0,13.55,3.06,2.27,15,Other,Dropout
1,15,4,16,1,10.0,1,19,3,9.0,11.0,0,0,0,1,1,1,21,0,0,5,6,3,12.03,0,0,5,3,3,,1,9.8,2.37,-0.33,11,Single,Not Dropout
1,6,1,8,1,15.0,1,28,2,12.0,17.0,1,0,0,0,0,0,17,0,0,6,9,3,10.74,1,0,3,6,1,10.4,0,12.54,-0.39,0.56,15,Single,Not Dropout
1,12,3,1,1,,1,2,21,12.0,19.0,1,0,0,1,0,0,18,0,0,5,7,4,15.72,0,2,4,6,3,13.23,0,14.32,1.46,-0.3,11,Single,Not Dropout
1,1,1,10,1,5.0,1,19,28,3.0,15.0,0,0,0,1,0,0,17,0,0,4,3,1,11.39,1,0,4,8,2,8.0,0,10.21,1.37,3.13,23,Single,Not Dropout
1,11,3,17,1,15.0,1,18,17,1.0,4.0,1,0,0,1,1,0,28,0,0,7,4,4,10.93,0,0,6,3,3,8.65,1,17.0,0.6,-0.34,17,Single,Not Dropout
1,15,4,5,1,14.0,1,2,29,3.0,15.0,1,0,0,1,0,0,18,0,0,3,3,2,11.67,1,0,4,7,2,10.26,0,13.08,-0.35,1.18,15,Single,Not Dropout
1,13,5,17,1,3.0,1,5,12,5.0,10.0,0,0,0,1,0,0,17,0,1,4,2,3,11.51,0,1,5,8,4,11.24,0,10.63,-0.12,0.39,8,Single,Not Dropout
1,10,5,12,1,,1,13,20,14.0,11.0,0,0,0,1,0,0,24,0,2,6,7,3,10.13,0,1,6,8,2,13.4,0,7.0,2.12,-3.0,16,Single,Not Dropout
1,15,0,7,1,3.0,1,21,15,6.0,18.0,1,0,0,1,0,0,18,0,0,7,9,4,14.75,0,0,6,7,3,13.11,0,11.69,0.67,-1.7,18,Single,Not Dropout
1,6,1,12,1,8.0,1,7,26,19.0,11.0,0,0,1,1,1,0,32,0,1,5,7,3,13.7,1,1,4,4,3,13.0,1,15.41,1.93,0.67,16,Single,Not Dropout
1,7,3,7,1,1.0,1,13,19,2.0,17.0,1,0,0,1,0,0,23,0,0,5,5,3,9.32,0,0,6,8,2,11.29,3,12.48,1.01,-0.82,16,Single,Dropout
4,2,1,2,0,5.0,1,15,13,10.0,13.0,1,0,1,1,0,1,24,0,1,3,5,1,10.29,0,0,6,6,5,9.94,0,13.27,1.05,-0.48,14,Other,Not Dropout
1,12,3,15,1,10.0,1,21,8,14.0,2.0,1,0,0,1,0,0,24,0,0,7,11,4,,0,0,8,10,7,,0,11.14,-0.08,3.15,14,Single,Not Dropout
1,13,5,7,0,5.0,1,8,10,2.0,,1,0,0,1,0,1,26,0,0,6,8,1,6.33,0,1,7,7,3,6.36,0,,0.37,-0.62,9,Single,Not Dropout
1,13,1,10,1,1.0,1,20,3,10.0,10.0,1,0,0,1,0,0,27,0,1,6,8,3,7.86,0,0,5,5,1,8.97,0,11.41,1.1,4.0,11,Single,Dropout
1,13,5,13,1,7.0,1,25,5,2.0,,0,0,0,1,0,0,23,0,1,4,4,2,6.08,0,1,4,3,0,7.14,0,10.44,-1.0,-0.45,15,Single,Dropout
1,3,5,2,1,9.0,1,17,15,16.0,6.0,1,0,0,1,0,0,17,0,1,8,9,4,15.97,0,0,6,7,4,14.14,0,11.32,1.54,-1.21,16,Single,Not Dropout
1,12,5,13,1,13.0,1,21,1,9.0,4.0,1,0,0,0,1,1,22,0,2,5,9,4,,1,0,6,7,6,20.0,0,11.27,1.1,3.26,11,Single,Not Dropout
1,13,0,7,1,3.0,1,5,14,17.0,15.0,1,0,0,1,0,1,23,0,0,8,9,3,5.8,0,0,8,12,1,,0,12.89,-0.94,0.66,9,Single,Not Dropout
3,4,1,10,1,8.0,1,27,2,13.0,5.0,1,0,0,1,1,0,17,0,1,5,5,3,10.37,0,2,4,5,3,13.61,1,11.27,1.06,2.96,14,Other,Not Dropout
1,9,0,8,1,4.0,1,9,5,7.0,2.0,0,0,0,1,1,0,17,0,0,7,10,6,16.22,0,1,6,1,5,,0,14.15,-1.0,-2.44,7,Single,Not Dropout
1,16,0,14,0,3.0,1,6,21,3.0,10.0,1,0,0,1,1,0,17,0,0,5,6,2,7.51,0,0,5,11,1,8.48,0,17.0,0.56,-4.27,13,Single,Dropout
2,8,0,4,1,2.0,1,16,1,4.0,14.0,1,0,0,1,0,0,17,0,0,8,10,5,13.2,1,0,8,8,5,12.25,0,10.46,1.32,-5.0,8,Married,Not Dropout
6,13,2,2,0,13.0,1,12,10,1.0,4.0,1,1,0,1,1,0,20,0,0,4,6,2,14.33,0,0,4,2,3,13.19,2,15.97,2.48,-3.02,11,Other,Not Dropout
1,10,0,7,1,15.0,1,14,6,,7.0,1,0,0,1,0,0,18,0,0,7,9,4,9.34,0,1,7,10,2,13.27,0,13.22,4.0,-2.85,10,Single,Not Dropout
1,12,1,3,1,11.0,1,24,2,14.0,9.0,0,0,0,1,1,0,24,0,0,4,7,3,9.66,0,0,3,6,2,10.0,1,10.13,1.47,1.16,13,Single,Not Dropout
1,11,5,5,1,7.0,1,16,7,7.0,18.0,0,0,0,1,1,0,27,0,1,6,10,5,11.23,1,0,5,5,4,12.06,0,15.25,1.62,-0.41,11,Single,Not Dropout
1,12,5,12,1,16.0,1,11,4,3.0,3.0,0,0,0,1,1,0,25,0,0,7,10,2,7.95,1,0,6,5,2,12.32,0,13.17,-1.0,-0.68,7,Single,Not Dropout
1,14,5,14,1,8.0,1,24,3,2.0,18.0,1,0,0,1,0,0,26,0,0,4,8,2,7.56,0,1,2,4,1,10.15,0,,0.95,-2.73,13,Single,Dropout
6,16,0,12,0,9.0,1,11,20,9.0,3.0,1,0,0,0,1,0,29,0,0,7,8,5,9.03,0,2,7,7,2,10.55,0,7.0,0.56,1.87,15,Other,Not Dropout
6,6,3,6,1,11.0,1,28,4,4.0,11.0,0,0,0,1,0,1,21,0,0,8,7,8,15.38,0,0,6,7,5,17.22,1,13.22,-1.0,1.48,16,Other,Not Dropout
1,16,3,14,1,11.0,1,29,28,14.0,17.0,0,0,1,1,0,0,17,0,0,3,4,2,12.2,0,0,3,4,3,15.28,1,11.36,3.63,-3.37,28,Single,Not Dropout
1,11,0,7,0,8.0,1,14,15,7.0,18.0,1,0,0,1,0,0,17,0,0,7,14,5,12.47,1,0,5,2,3,16.54,1,12.59,1.82,-0.78,14,Single,Not Dropout
2,11,5,4,1,8.0,1,23,12,3.0,11.0,0,0,0,1,1,0,26,0,1,8,9,6,13.69,0,0,9,9,5,12.33,0,13.13,1.97,-1.7,17,Married,Not Dropout
3,6,2,13,1,6.0,1,21,26,6.0,10.0,1,0,0,0,1,0,24,0,0,5,2,1,2.96,1,0,5,5,1,6.05,0,12.62,3.55,3.68,23,Other,Dropout
1,8,5,9,1,11.0,1,25,23,9.0,15.0,0,0,0,1,0,0,27,0,0,5,11,4,11.44,0,0,3,4,2,12.71,0,12.76,-0.77,0.46,24,Single,Not Dropout
1,12,0,7,1,11.0,1,14,13,1.0,18.0,1,0,0,1,0,0,40,0,0,3,5,1,8.35,0,0,4,5,1,7.52,1,,-0.58,-0.02,13,Single,Dropout
2,7,3,12,1,7.0,1,12,29,3.0,1.0,1,0,1,1,1,0,24,1,0,5,4,3,8.1,0,0,5,3,2,10.3,0,10.83,3.17,0.44,20,Married,Dropout
1,5,0,13,1,12.0,19,9,16,19.0,5.0,1,0,0,1,1,0,22,0,0,8,7,5,12.16,0,1,9,9,4,12.36,1,16.06,-0.17,0.4,12,Single,Not Dropout
1,14,5,4,1,3.0,1,17,21,7.0,6.0,0,0,0,1,0,1,25,0,0,6,7,5,12.43,0,0,6,6,3,14.71,0,,2.17,0.57,19,Single,Not Dropout
5,8,3,2,1,7.0,1,18,29,15.0,16.0,0,0,0,1,1,1,17,0,1,7,10,7,17.71,1,0,5,6,4,18.15,1,9.59,1.62,-4.46,23,Other,Not Dropout
5,11,0,9,1,16.0,1,14,21,18.0,1.0,0,0,1,1,0,0,28,1,0,5,7,3,7.01,0,1,4,7,1,9.73,0,12.43,4.0,0.0,17,Other,Dropout
3,1,1,1,0,12.0,12,10,18,3.0,3.0,0,0,0,1,0,0,22,0,0,6,9,4,16.66,0,1,6,8,5,14.42,1,8.81,3.31,4.0,14,Other,Not Dropout
2,2,2,11,1,12.0,1,14,18,14.0,1.0,1,0,0,1,0,0,33,0,0,9,7,6,9.38,0,0,8,15,5,8.9,1,13.6,3.37,-2.01,16,Married,Not Dropout
1,15,0,8,1,14.0,1,15,19,,19.0,1,0,0,1,0,0,17,0,0,9,8,7,12.28,0,1,10,9,7,13.65,0,8.87,-1.0,1.95,17,Single,Not Dropout
1,3,0,4,1,10.0,1,4,29,1.0,1.0,0,0,0,1,0,0,23,0,0,7,8,2,12.0,0,0,8,11,5,12.16,0,11.08,2.16,1.28,16,Single,Not Dropout
1,14,5,11,1,11.0,1,20,21,6.0,6.0,1,0,0,1,0,0,19,0,0,6,9,3,,0,1,7,9,4,10.58,0,10.74,2.68,-0.21,20,Single,Not Dropout
1,16,5,7,1,8.0,1,25,9,3.0,10.0,1,0,0,1,0,0,17,0,0,5,5,2,10.1,0,0,4,4,1,10.43,0,13.65,1.19,-1.97,17,Single,Dropout
